,hi1,bx1,hx1,by1,hy1,hi2,bx2,hx2,by2,hy2
0,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.5,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.5
1,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.55,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.55
2,0.44999999999999996,0.39999999999999997,0.5,0.39999999999999997,0.6,0.44999999999999996,0.39999999999999997,0.5,0.39999999999999997,0.6
3,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.6,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.6
4,0.44999999999999996,0.39999999999999997,0.5,0.39999999999999997,0.6499999999999999,0.44999999999999996,0.39999999999999997,0.5,0.39999999999999997,0.6499999999999999
5,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.6499999999999999,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.6499999999999999
6,0.44999999999999996,0.39999999999999997,0.5,0.39999999999999997,0.7,0.44999999999999996,0.39999999999999997,0.5,0.39999999999999997,0.7
7,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.7,0.49999999999999994,0.39999999999999997,0.5,0.39999999999999997,0.7
8,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.5,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.5
9,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.55,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.55
10,0.44999999999999996,0.39999999999999997,0.55,0.39999999999999997,0.6,0.44999999999999996,0.39999999999999997,0.55,0.39999999999999997,0.6
11,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.6,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.6
12,0.44999999999999996,0.39999999999999997,0.55,0.39999999999999997,0.6499999999999999,0.44999999999999996,0.39999999999999997,0.55,0.39999999999999997,0.6499999999999999
13,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.6499999999999999,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.6499999999999999
14,0.44999999999999996,0.39999999999999997,0.55,0.39999999999999997,0.7,0.44999999999999996,0.39999999999999997,0.55,0.39999999999999997,0.7
15,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.7,0.49999999999999994,0.39999999999999997,0.55,0.39999999999999997,0.7
16,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.5,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.5
17,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.55,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.55
18,0.44999999999999996,0.39999999999999997,0.6,0.39999999999999997,0.6,0.44999999999999996,0.39999999999999997,0.6,0.39999999999999997,0.6
19,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.6,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.6
20,0.44999999999999996,0.39999999999999997,0.6,0.39999999999999997,0.6499999999999999,0.44999999999999996,0.39999999999999997,0.6,0.39999999999999997,0.6499999999999999
21,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.6499999999999999,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.6499999999999999
22,0.44999999999999996,0.39999999999999997,0.6,0.39999999999999997,0.7,0.44999999999999996,0.39999999999999997,0.6,0.39999999999999997,0.7
23,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.7,0.49999999999999994,0.39999999999999997,0.6,0.39999999999999997,0.7
24,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.5,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.5
25,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.5,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.5
26,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.55,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.55
27,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.55,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.55
28,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6
29,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6
30,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6499999999999999,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6499999999999999
31,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6499999999999999,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.6499999999999999
32,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.7,0.44999999999999996,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.7
33,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.7,0.49999999999999994,0.39999999999999997,0.6499999999999999,0.39999999999999997,0.7
34,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.5,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.5
35,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.5,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.5
36,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.55,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.55
37,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.55,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.55
38,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.6,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.6
39,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.6,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.6
40,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.6499999999999999,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.6499999999999999
41,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.6499999999999999,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.6499999999999999
42,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.7,0.44999999999999996,0.39999999999999997,0.7,0.39999999999999997,0.7
43,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.7,0.49999999999999994,0.39999999999999997,0.7,0.39999999999999997,0.7
44,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.55,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.55
45,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.55,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.55
46,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.55,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.55
47,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.6,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.6
48,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.6,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.6
49,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.6,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.6
50,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.6499999999999999
51,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.6499999999999999,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.6499999999999999
52,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.6499999999999999,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.6499999999999999
53,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.7,0.44999999999999996,0.44999999999999996,0.55,0.44999999999999996,0.7
54,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.7,0.49999999999999994,0.44999999999999996,0.55,0.44999999999999996,0.7
55,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.7,0.5499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.7
56,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.55,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.55
57,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.55,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.55
58,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.55,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.55
59,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.6,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.6
60,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.6,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.6
61,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.6,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.6
62,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.6499999999999999
63,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.6499999999999999,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.6499999999999999
64,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.6499999999999999,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.6499999999999999
65,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.7,0.44999999999999996,0.44999999999999996,0.6,0.44999999999999996,0.7
66,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.7,0.49999999999999994,0.44999999999999996,0.6,0.44999999999999996,0.7
67,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.7,0.5499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.7
68,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.55,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.55
69,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.55,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.55
70,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.55,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.55
71,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6
72,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6
73,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6
74,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6499999999999999
75,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6499999999999999,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6499999999999999
76,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6499999999999999,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.6499999999999999
77,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.7
78,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.7,0.49999999999999994,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.7
79,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.7,0.5499999999999999,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.7
80,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.55,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.55
81,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.55,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.55
82,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.55,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.55
83,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.6,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.6
84,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.6,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.6
85,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.6,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.6
86,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.6499999999999999,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.6499999999999999
87,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.6499999999999999,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.6499999999999999
88,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.6499999999999999,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.6499999999999999
89,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.7,0.44999999999999996,0.44999999999999996,0.7,0.44999999999999996,0.7
90,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.7,0.49999999999999994,0.44999999999999996,0.7,0.44999999999999996,0.7
91,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.7,0.5499999999999999,0.44999999999999996,0.7,0.44999999999999996,0.7
92,0.49999999999999994,0.49999999999999994,0.6,0.49999999999999994,0.6,0.49999999999999994,0.49999999999999994,0.6,0.49999999999999994,0.6
93,0.5499999999999999,0.49999999999999994,0.6,0.49999999999999994,0.6,0.5499999999999999,0.49999999999999994,0.6,0.49999999999999994,0.6
94,0.5999999999999999,0.49999999999999994,0.6,0.49999999999999994,0.6,0.5999999999999999,0.49999999999999994,0.6,0.49999999999999994,0.6
95,0.49999999999999994,0.49999999999999994,0.6,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.49999999999999994,0.6,0.49999999999999994,0.6499999999999999
96,0.5499999999999999,0.49999999999999994,0.6,0.49999999999999994,0.6499999999999999,0.5499999999999999,0.49999999999999994,0.6,0.49999999999999994,0.6499999999999999
97,0.49999999999999994,0.49999999999999994,0.6,0.49999999999999994,0.7,0.49999999999999994,0.49999999999999994,0.6,0.49999999999999994,0.7
98,0.5499999999999999,0.49999999999999994,0.6,0.49999999999999994,0.7,0.5499999999999999,0.49999999999999994,0.6,0.49999999999999994,0.7
99,0.49999999999999994,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6,0.49999999999999994,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6
100,0.5499999999999999,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6,0.5499999999999999,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6
101,0.49999999999999994,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6499999999999999
102,0.5499999999999999,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6499999999999999,0.5499999999999999,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.6499999999999999
103,0.49999999999999994,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.7,0.49999999999999994,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.7
104,0.5499999999999999,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.7,0.5499999999999999,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.7
105,0.49999999999999994,0.49999999999999994,0.7,0.49999999999999994,0.6,0.49999999999999994,0.49999999999999994,0.7,0.49999999999999994,0.6
106,0.5499999999999999,0.49999999999999994,0.7,0.49999999999999994,0.6,0.5499999999999999,0.49999999999999994,0.7,0.49999999999999994,0.6
107,0.49999999999999994,0.49999999999999994,0.7,0.49999999999999994,0.6499999999999999,0.49999999999999994,0.49999999999999994,0.7,0.49999999999999994,0.6499999999999999
108,0.5499999999999999,0.49999999999999994,0.7,0.49999999999999994,0.6499999999999999,0.5499999999999999,0.49999999999999994,0.7,0.49999999999999994,0.6499999999999999
109,0.49999999999999994,0.49999999999999994,0.7,0.49999999999999994,0.7,0.49999999999999994,0.49999999999999994,0.7,0.49999999999999994,0.7
110,0.5499999999999999,0.49999999999999994,0.7,0.49999999999999994,0.7,0.5499999999999999,0.49999999999999994,0.7,0.49999999999999994,0.7
